"Year","Location","Sunshine_duration","Altitude","Annual_Precipitation","Annual_temperature","Annual_ice_days","Annual_frost_days","Annual_summer_days","Annual_heat_days","Annual_tropic_days","Annual_precipitation_days"
2008,"Luzern",1509.75,454,1179.1,9.9,7,88,42,3,0,131
2008,"Neuenburg",1600.71666666667,485,967.6,10.3,6,63,41,3,1,119
2008,"Säntis",1786.08333333333,2501,2560.1,-0.9,169,245,0,0,0,165
2008,"Samedan",1723,1709,942,2.4,65,229,0,0,0,98
2008,"Sitten",2163.98333333333,482,561.3,10.8,4,92,69,16,0,82
2008,"St.Gallen",1596.46666666667,776,1377.9,8.6,20,89,15,0,0,142
2008,"ZürichFluntern",1679.01666666667,556,1212.7,9.6,11,78,36,3,0,132
2009,"BaselBinningen",1656.8,316,765,11.1,17,62,56,12,0,124
2009,"BernZollikofen",1889.48333333333,553,959.2,9.4,27,100,49,8,0,114
2009,"Davos",1716.35,1594,928.6,3.8,78,190,2,0,0,124
2009,"GenfCointrin",1958.38333333333,411,886.4,11.2,17,81,66,19,1,100
2009,"LocarnoMonti",2335.56666666667,367,2106,13,0,30,92,9,7,91
2009,"Lugano",2249.86666666667,273,1679.7,13.2,0,25,85,10,13,96
2009,"Luzern",1545.08333333333,454,1067.6,10.2,25,84,51,5,0,122
2009,"Neuenburg",1821.83333333333,485,780,10.8,21,60,53,9,1,114
2009,"Säntis",1650.33333333333,2501,2467.2,-1,152,243,0,0,0,173
2009,"Samedan",1761.63333333333,1709,658,2.2,83,230,0,0,0,90
2009,"Sitten",2200.95,482,516,10.7,11,100,82,29,0,81
2009,"St.Gallen",1635.51666666667,776,1245.9,8.9,34,91,18,0,2,136
2009,"ZürichFluntern",1725.55,556,1098.3,9.9,28,76,46,6,0,132
2010,"BaselBinningen",1479.56666666667,316,835.2,9.9,30,79,46,16,0,124
2010,"BernZollikofen",1658.58333333333,553,915.1,8.6,38,108,40,10,0,125
2010,"Davos",1617.08333333333,1594,1003.4,2.7,85,187,8,0,0,123
2010,"GenfCointrin",1776.95,411,812,10.1,23,97,57,15,0,104
2010,"LocarnoMonti",2073.26666666667,367,2019.8,11.9,2,55,72,17,14,117
2010,"Lugano",1948.95,273,1854.2,12.1,1,41,65,11,20,116
2010,"Luzern",1349.35,454,1360.6,9.2,37,94,44,9,0,130
2010,"Neuenburg",1678.46666666667,485,712.7,9.8,32,78,42,12,2,116
2010,"Säntis",1629.71666666667,2501,2386.1,-2.1,177,250,0,0,0,173
2010,"Samedan",1604.66666666667,1709,631.3,1.5,88,213,7,0,0,93
2010,"Sitten",2056.51666666667,482,480,10.1,17,107,62,22,0,77
2010,"St.Gallen",1443.36666666667,776,1512.5,7.6,53,99,20,2,1,148
2010,"ZürichFluntern",1520.75,556,1001.5,8.8,41,88,41,9,0,144
2011,"BaselBinningen",1983.13333333333,316,687.9,11.6,6,48,69,12,2,97
2011,"BernZollikofen",2181.33333333333,553,789.4,10.1,11,96,45,8,0,102
2011,"Davos",1997.05,1594,1070.3,4.7,34,179,6,0,0,105
2011,"GenfCointrin",2150.11666666667,411,619,11.4,4,68,62,12,0,89
2011,"LocarnoMonti",2430.66666666667,367,1578.3,13.4,0,14,93,11,8,82
2011,"Lugano",2336.06666666667,273,1179.3,13.5,0,12,98,12,11,78
2011,"Luzern",1809.96666666667,454,1120.8,10.7,10,72,47,9,0,109
2011,"Neuenburg",2076.93333333333,485,710.3,11.3,6,44,49,8,0,94
2011,"Säntis",2129.78333333333,2501,2518.1,0.3,118,221,0,0,0,140
2011,"Samedan",1987.93333333333,1709,574.4,2.9,36,234,3,0,0,83
2011,"Sitten",2426.53333333333,482,484.5,11.3,3,104,101,24,0,79
2011,"St.Gallen",1890.45,776,1241.6,9.4,21,70,15,1,2,115
2011,"ZürichFluntern",2004.21666666667,556,913.5,10.5,12,55,39,8,0,110
2012,"BaselBinningen",1721.3,316,1047.9,10.9,15,49,58,12,2,136
2012,"BernZollikofen",1914.45,553,1127.7,9.2,20,94,43,9,0,145
2012,"Davos",1771.16666666667,1594,1232.3,3.9,64,180,9,0,0,137
2012,"GenfCointrin",1938.28333333333,411,970.3,10.9,15,75,67,14,0,116
2012,"LocarnoMonti",2251.08333333333,367,1862.9,13.1,8,33,96,21,13,112
2012,"Lugano",2179.83333333333,273,1411.7,13.2,4,31,95,13,18,99
2012,"Luzern",1632,454,1305.9,10.1,19,74,55,10,0,151
2012,"Neuenburg",1888.41666666667,485,1124.4,10.6,15,48,50,8,2,139
2012,"Säntis",1837.08333333333,2501,2967,-0.7,145,229,0,0,0,180
2012,"Samedan",1863.23333333333,1709,699.4,2.4,59,225,4,0,0,104
2012,"Sitten",2211.9,482,614.7,11,18,86,88,22,0,97
2012,"St.Gallen",1690.28333333333,776,1549.1,8.6,32,84,20,0,0,158
2012,"ZürichFluntern",1805.26666666667,556,1291.7,9.7,24,67,42,6,0,140
2013,"BaselBinningen",1520.8,316,907.7,10.3,15,80,53,13,1,135
2013,"BernZollikofen",1709.06666666667,553,1113,8.7,24,114,46,11,0,125
2013,"Davos",1624.76666666667,1594,923.8,3.6,60,182,9,0,0,132
2013,"GenfCointrin",1722.61666666667,411,1047.3,10.2,8,86,58,15,0,121
2013,"LocarnoMonti",2137.25,367,1947.3,12.7,1,27,87,19,11,117
2013,"Lugano",1997.9,273,1713.3,12.8,0,18,82,16,16,120
2013,"Luzern",1401.23333333333,454,1212.4,9.5,19,94,48,13,0,138
2013,"Neuenburg",1631.53333333333,485,1037.3,10,16,72,50,13,3,138
2013,"Säntis",1702.3,2501,2822.6,-1.1,156,231,0,0,0,168
2013,"Samedan",1717.71666666667,1709,640.2,2.1,67,223,5,0,0,90
2013,"Sitten",2066.81666666667,482,567.7,10.4,3,103,78,32,1,85
2013,"St.Gallen",1462.11666666667,776,1467.6,7.9,37,115,21,4,3,153
2013,"ZürichFluntern",1540.3,556,1093.8,9.1,27,102,46,11,2,131
2014,"BaselBinningen",1698.93333333333,316,868.5,11.9,2,24,41,8,0,121
2014,"BernZollikofen",1822.71666666667,553,1033.8,10,2,74,24,5,0,132
2014,"Davos",1536.76666666667,1594,1021.6,4.8,33,171,4,0,0,142
2014,"GenfCointrin",1860.21666666667,411,1004.6,11.7,1,34,41,6,0,114
2014,"LocarnoMonti",2004.75,367,2781.4,13.3,0,9,55,7,2,142
2014,"Lugano",1874.91666666667,273,2429.6,13.5,0,6,47,6,2,131
2014,"Luzern",1563.1,454,1418.2,10.9,2,46,29,7,0,142
2014,"Neuenburg",1798.65,485,921.3,11.3,1,16,28,5,0,127
2014,"Säntis",1589.26666666667,2501,2377.9,-0.1,118,236,0,0,0,181
2014,"Samedan",1551.78333333333,1709,957,3.2,37,212,0,0,0,123
2014,"Sitten",2021.55,482,529.7,11.8,2,54,62,14,0,83
2014,"St.Gallen",1609.35,776,1344.6,9.6,6,48,13,0,0,138
2014,"ZürichFluntern",1713.93333333333,556,1076.4,10.6,4,28,26,5,0,124
2015,"BaselBinningen",1944.81666666667,316,645.3,11.7,1,52,61,28,8,94
2015,"BernZollikofen",2076.96666666667,553,767.8,9.9,9,99,55,26,0,98
2015,"Davos",1892.01666666667,1594,866,4.8,41,178,19,0,0,112
2015,"GenfCointrin",1995.4,411,685.5,11.6,4,63,69,35,4,89
2015,"LocarnoMonti",2381.73333333333,367,1344.5,13.8,0,9,81,38,28,90
2015,"Lugano",2301.5,273,1232.4,13.8,0,6,75,27,28,83
2015,"Luzern",1732.48333333333,454,1123.4,10.8,7,74,58,26,4,117
2015,"Neuenburg",1982.33333333333,485,766.5,11.5,5,39,58,28,14,99
2015,"Säntis",1990.78333333333,2501,2365.4,0.2,123,231,0,0,0,144
2015,"Samedan",1956.53333333333,1709,625.7,3.4,41,226,16,0,0,78
2015,"Sitten",2249.25,482,500.1,11.5,1,93,83,45,4,69
2015,"St.Gallen",1813.86666666667,776,1335.8,9.6,21,80,39,5,9,129
2015,"ZürichFluntern",1945.9,556,918,10.6,9,76,54,26,8,109
2016,"BaselBinningen",1639.93333333333,316,996.8,10.9,4,60,63,12,0,123
2016,"BernZollikofen",1759.76666666667,553,1056,9.4,7,95,51,9,0,126
2016,"Davos",1649,1594,1153,4.4,39,184,6,0,0,129
2016,"GenfCointrin",1820.35,411,885.5,11.1,1,66,70,18,0,110
2016,"LocarnoMonti",2182.53333333333,367,1619.9,13.2,0,9,84,10,8,116
2016,"Lugano",2137.56666666667,273,1680.5,13.3,0,10,86,9,10,115
2016,"Luzern",1464.56666666667,454,1422.8,10.3,2,68,52,8,0,146
2016,"Neuenburg",1740.31666666667,485,1087.9,10.8,5,43,57,9,1,117
2016,"Säntis",1631.36666666667,2501,2940,-0.6,151,235,0,0,0,180
2016,"Samedan",1772.91666666667,1709,749.7,2.8,37,217,4,0,0,105
2016,"Sitten",2085.98333333333,482,586.5,11.2,1,82,81,31,1,83
2016,"St.Gallen",1557,776,1483.6,9,11,88,19,0,0,145
2016,"ZürichFluntern",1641.61666666667,556,1296.8,9.9,8,68,49,8,0,133
2017,"BaselBinningen",1843.45,316,765.2,11.4,13,60,70,26,3,114
2017,"BernZollikofen",2006.3,553,854.1,9.6,19,102,64,11,0,109
2017,"Davos",1790.38333333333,1594,1193.1,4.2,54,190,8,0,0,139
2017,"GenfCointrin",2089.63333333333,411,693,11.3,13,78,80,30,4,98
2017,"LocarnoMonti",2460.61666666667,367,1685.5,13.4,0,32,93,18,25,82
2017,"Lugano",2415.68333333333,273,1509.4,13.4,0,32,89,16,25,75
2017,"Luzern",1706.4,454,1244.9,10.4,15,76,59,16,2,145
2017,"Neuenburg",1997.63333333333,485,754.8,11.2,14,54,69,20,7,99
2017,"Säntis",1789.03333333333,2501,3537,-0.6,161,246,0,0,0,188
2017,"Samedan",1913.88333333333,1709,709.9,2.6,59,238,5,0,0,84
2017,"Sitten",2230.65,482,565.3,11.3,13,89,92,41,2,83
2017,"St.Gallen",1750.71666666667,776,1561,9.1,32,88,28,0,5,158
2017,"ZürichFluntern",1828.23333333333,556,1106.7,10.2,21,76,57,13,6,133
2018,"BaselBinningen",1923.83333333333,316,697.6,12.2,6,51,96,25,3,97
2018,"BernZollikofen",1968.76666666667,553,907.1,10.5,13,85,70,17,0,113
2018,"Davos",1807.83333333333,1594,1082.8,5,52,161,7,0,0,125
2018,"GenfCointrin",1978.76666666667,411,864.3,12.3,3,36,95,33,0,118
2018,"LocarnoMonti",2226.73333333333,367,1465.6,13.8,0,13,116,38,18,115
2018,"Lugano",2171.25,273,1472.2,13.9,0,12,105,22,13,113
2018,"Luzern",1720.43333333333,454,1061.8,11.4,8,55,84,17,3,110
2018,"Neuenburg",1941.06666666667,485,889.1,11.8,7,45,72,17,7,112
2018,"Säntis",1912.1,2501,2573.1,0.3,127,201,0,0,0,135
2018,"Samedan",1744.25,1709,664.9,3.1,59,204,1,0,0,98
2018,"Sitten",2270.66666666667,482,633.1,12.4,1,73,125,49,0,76
2018,"St.Gallen",1830.01666666667,776,1259.6,9.9,35,74,33,2,1,113
2018,"ZürichFluntern",1921.26666666667,556,897.3,11.1,13,65,74,16,3,108
2019,"BaselBinningen",1933.86666666667,316,785.8,11.6,2,52,66,23,6,115
2019,"BernZollikofen",1984.88333333333,553,999.3,10,6,100,56,16,0,122
2019,"Davos",1756.76666666667,1594,1314.1,4.5,46,186,13,0,0,135
2019,"GenfCointrin",2112.95,411,842.2,11.8,0,69,81,27,0,102
2019,"LocarnoMonti",2317.08333333333,367,1867.9,13.8,0,10,90,25,21,100
2019,"Lugano",2288.1,273,1675.2,13.9,0,10,92,22,23,109
2019,"Luzern",1788.75,454,1131.5,10.9,3,65,57,17,3,137
2019,"Neuenburg",2022.11666666667,485,960.5,11.3,2,45,63,17,7,124
2019,"Säntis",1839.85,2501,3549.9,-0.1,141,225,0,0,0,162
2019,"Samedan",1744.96666666667,1709,815.3,2.8,50,206,8,0,0,99
2019,"Sitten",2190.95,482,607.5,11.8,0,84,90,38,0,85
2019,"St.Gallen",1753.15,776,1469.1,9.5,16,87,26,7,5,140
2019,"ZürichFluntern",1877.71666666667,556,1041.2,10.5,8,59,53,15,3,131
2020,"BaselBinningen",2056.85,316,676.4,12.1,0,48,75,19,0,111
2020,"BernZollikofen",2154.65,553,1037.3,10.3,3,91,53,12,0,116
2020,"Davos",1865.98333333333,1594,1031.9,4.9,34,181,5,0,0,121
2020,"GenfCointrin",2113.33333333333,411,793.8,12.2,0,58,80,23,2,100
2020,"LocarnoMonti",2452.4,367,1599.2,13.7,0,7,91,24,15,82
2020,"Lugano",2339.81666666667,273,1542,13.7,0,7,84,13,16,83
2020,"Luzern",1895.5,454,1226.2,11.1,1,64,55,6,0,122
2020,"Neuenburg",2063.6,485,964.9,11.7,2,31,64,15,4,107
2020,"Säntis",1889.33333333333,2501,2837.4,0.3,109,227,0,0,0,162
2020,"Samedan",1930.51666666667,1709,733.6,3,45,228,4,0,0,83
2020,"Sitten",2278.65,482,545,11.6,0,85,101,24,0,79
2020,"St.Gallen",1989.81666666667,776,1539.6,9.7,13,72,17,0,0,130
2020,"ZürichFluntern",2055.95,556,859.5,10.9,4,60,55,9,1,110
